,STATION,LATITUDE,LONGITUDE
36,USS0005J10S,40.41,-105.82
7,USS0005J11S,40.58,-105.63
30,USS0005J12S,40.23,-105.92
33,USS0005J18S,40.21,-105.57
6,USS0005J27S,40.51,-105.77
5,USS0005J28S,40.89,-105.66
37,USS0005J37S,40.53,-105.89
35,USS0005J39S,40.31,-105.64
35,USS0005J40S,40.43,-105.73
37,USS0005J41S,39.94,-105.59
35,USS0005J42S,40.04,-105.54
1,USS0005J45S,40.14,-105.59
2,USS0005J46S,40.04,-105.75
23,USS0005K05S,39.67,-105.9
35,USS0005K09S,39.65,-105.87
37,USS0005K14S,39.8,-105.78
16,USS0005K21S,39.76,-105.91
17,USS0005K26S,39.57,-105.8
17,USS0005K27S,39.66,-105.59
17,USS0005K28S,39.44,-105.91
4,USS0005K30S,39.87,-105.87
11,USS0005L11S,38.88,-105.07
8,USS0005L12S,38.29,-105.85
36,USS0005M03S,37.21,-105.2
35,USS0005M07S,37.33,-105.07
26,USS0005M08S,37.35,-105.23
23,USS0005M13S,37.97,-105.54
35,USS0005M14S,37.21,-105.12
20,USS0005M16S,37.85,-105.44
15,USS0005M17S,37.61,-105.37
9,USS0005N04S,36.13,-105.53
36,USS0005N11S,36.7,-105.34
5,USS0005N13S,36.41,-105.33
5,USS0005N14S,36.58,-105.46
36,USS0005N16S,36.99,-105.26
35,USS0005N18S,36.19,-105.56
17,USS0005N19S,36.47,-105.19
5,USS0005N23S,36.79,-105.24
2,USS0005N24S,36.07,-105.63
19,USS0005P04S,35.7,-105.81
26,USS0005P08S,35.78,-105.54
19,USS0005P09S,35.77,-105.78
13,USS0005R01S,33.4,-105.79
35,USS0006E03S,44.26,-106.98
33,USS0006G01S,42.73,-106.32
32,USS0006G02S,42.57,-106.09
34,USS0006H09S,41.16,-106.93
35,USS0006H10S,41.15,-106.97
35,USS0006H13S,41.36,-106.23
35,USS0006H19S,41.33,-106.5
36,USS0006H20S,41.33,-106.38
29,USS0006H22S,41.0,-106.91
33,USS0006H23S,41.46,-106.28
12,USS0006H24S,41.24,-106.23
11,USS0006H25S,41.07,-106.94
6,USS0006H26S,41.06,-106.71
3,USS0006H27S,41.38,-106.35
35,USS0006J01S,40.53,-106.78
36,USS0006J03S,40.39,-106.6
37,USS0006J05S,40.35,-106.09
35,USS0006J06S,40.08,-106.67
13,USS0006J08S,40.35,-106.38
29,USS0006J09S,40.37,-106.74
35,USS0006J12S,40.88,-106.05
37,USS0006J15S,40.85,-106.97
20,USS0006J18S,40.23,-106.6
13,USS0006J19S,40.79,-106.6
13,USS0006J20S,40.71,-106.01
13,USS0006J27S,40.4,-105.96
34,USS0006J29S,40.54,-106.68
17,USS0006J38S,40.82,-106.75
35,USS0006K01S,39.36,-106.06
35,USS0006K04S,39.08,-106.61
30,USS0006K06S,39.3,-106.61
35,USS0006K08S,39.38,-106.2
24,USS0006K10S,39.29,-106.55
14,USS0006K12S,39.8,-106.03
33,USS0006K14S,39.72,-106.16
16,USS0006K16S,39.3,-106.11
36,USS0006K24S,39.49,-106.17
6,USS0006K29S,39.86,-106.42
35,USS0006K30S,39.32,-106.61
37,USS0006K39S,39.62,-106.38
35,USS0006K40S,39.09,-106.54
17,USS0006K43S,39.03,-106.08
13,USS0006K44S,39.6,-106.54
12,USS0006K45S,39.6,-106.51
8,USS0006K46S,39.26,-106.63
35,USS0006L02S,38.82,-106.59
37,USS0006L03S,38.49,-106.34
8,USS0006L05S,38.7,-106.37
11,USS0006L06S,38.16,-106.6
34,USS0006L11S,38.89,-106.95
7,USS0006L13S,38.29,-106.37
6,USS0006L14S,38.99,-106.75
37,USS0006M03S,37.49,-106.84
29,USS0006M17S,37.48,-106.8
11,USS0006M21S,37.47,-106.54
35,USS0006M22S,37.02,-106.45
35,USS0006M23S,37.38,-106.55
7,USS0006M26S,37.97,-106.56
36,USS0006N03S,36.96,-106.66
36,USS0006N04S,36.51,-106.32
36,USS0006N14S,36.72,-106.26
4,USS0006N15S,36.86,-106.23
14,USS0006N16S,36.03,-106.81
35,USS0006P01S,35.92,-106.39
35,USS0006P10S,36.0,-106.83
5,USS0007E05S,44.35,-107.01
36,USS0007E06S,44.16,-107.13
37,USS0007E12S,44.72,-107.4
37,USS0007E18S,44.68,-107.58
36,USS0007E21S,44.8,-107.84
36,USS0007E23S,44.5,-107.43
17,USS0007E32S,44.58,-107.2
35,USS0007E33S,44.79,-107.53
37,USS0007E34S,44.57,-107.3
36,USS0007E36S,44.4,-107.06
21,USS0007E39S,44.81,-107.41
5,USS0007E40S,44.54,-107.18
35,USS0007F01S,43.89,-107.06
37,USS0007F02S,43.63,-107.18
23,USS0007F06S,43.47,-107.24
30,USS0007H03S,41.11,-107.17
30,USS0007H04S,41.05,-107.27
35,USS0007H05S,41.3,-107.15
14,USS0007H06S,41.4,-107.26
11,USS0007J03S,40.06,-107.01
29,USS0007J04S,40.17,-107.06
29,USS0007J05S,40.11,-107.29
30,USS0007K01S,39.08,-107.14
35,USS0007K02S,39.88,-107.6
36,USS0007K06S,39.05,-107.87
35,USS0007K09S,39.13,-107.29
30,USS0007K11S,39.02,-107.05
30,USS0007K12S,39.76,-107.36
30,USS0007K13S,40.0,-107.24
26,USS0007K14S,39.09,-107.63
36,USS0007M05S,37.65,-107.81
29,USS0007M11S,37.7,-107.78
29,USS0007M12S,37.75,-107.69
36,USS0007M14S,37.85,-107.73
29,USS0007M16S,37.72,-107.26
35,USS0007M21S,37.62,-107.03
35,USS0007M27S,37.93,-107.68
35,USS0007M29S,37.8,-107.92
35,USS0007M30S,37.99,-107.2
29,USS0007M31S,37.49,-107.51
33,USS0007M32S,37.71,-107.51
35,USS0007M33S,37.89,-107.71
29,USS0007M34S,37.48,-107.63
25,USS0007M35S,37.66,-107.8
5,USS0007M36S,37.52,-107.32
4,USS0007M37S,37.88,-107.36
12,USS0007S03S,33.01,-107.87
34,USS0007S04S,33.36,-107.83
33,USS0008F01S,43.66,-109.01
30,USS0008G03S,42.57,-108.84
35,USS0008G07S,42.7,-108.9
18,USS0008G10S,42.59,-108.9
29,USS0008K04S,39.06,-108.06
29,USS0008L02S,38.42,-108.38
21,USS0008M02S,37.43,-108.17
11,USS0008M04S,37.5,-108.11
29,USS0008M06S,37.79,-108.02
35,USS0008M07S,37.89,-108.2
28,USS0008M08S,37.65,-108.01
21,USS0008M10S,37.44,-108.02
3,USS0008M12S,37.79,-108.18
6,USS0008N03S,36.18,-108.95
17,USS0008P03S,35.23,-108.27
34,USS0008S01S,33.74,-108.95
35,USS0008S08S,33.37,-108.71
34,USS0008T01S,32.92,-108.15
19,USS0009A01S,48.17,-109.65
37,USS0009C01S,46.79,-109.51
37,USS0009D06S,45.06,-109.94
37,USS0009D08S,45.05,-109.91
36,USS0009D16S,45.19,-109.35
15,USS0009D21S,45.24,-109.46
28,USS0009E03S,44.03,-109.18
35,USS0009E07S,44.73,-109.91
35,USS0009E08S,44.8,-109.66
33,USS0009E09S,44.3,-109.24
35,USS0009E10S,44.94,-109.57
35,USS0009E11S,44.65,-109.78
34,USS0009E13S,44.38,-109.79
36,USS0009F04S,43.7,-109.67
37,USS0009F08S,43.5,-109.75
32,USS0009F18S,43.93,-109.82
5,USS0009F20S,43.67,-109.38
30,USS0009F21S,43.11,-109.95
34,USS0009F23S,43.01,-109.76
35,USS0009F24S,43.86,-109.32
32,USS0009F25S,43.28,-109.45
32,USS0009F27S,43.03,-109.17
17,USS0009F28S,43.38,-109.88
37,USS0009G03S,42.87,-109.09
5,USS0009G06S,42.58,-109.09
35,USS0009G09S,42.65,-109.26
6,USS0009G11S,42.71,-109.41
36,USS0009J01S,40.72,-109.54
37,USS0009J05S,40.61,-109.89
30,USS0009J08S,40.91,-109.96
36,USS0009J16S,40.74,-109.67
29,USS0009K01S,39.31,-109.53
3,USS0009L01S,38.48,-109.29
34,USS0009L03S,38.48,-109.27
3,USS0009M01S,37.87,-109.45
30,USS0009M02S,37.81,-109.49
6,USS0009N05S,36.33,-109.06
35,USS0009S01S,33.98,-109.5
35,USS0009S02S,33.92,-109.46
7,USS0009S04S,33.9,-109.16
21,USS0009S06S,33.69,-109.22
35,USS0009S07S,33.8,-109.15
35,USS0009S11S,33.65,-109.31
31,USS0009S18S,33.76,-109.48
37,USS0010C03S,46.11,-110.47
37,USS0010C06S,46.78,-110.62
32,USS0010C08S,46.09,-110.43
37,USS0010C09S,46.79,-110.68
19,USS0010C15S,46.67,-110.33
14,USS0010C22S,46.91,-110.85
14,USS0010C23S,46.93,-110.9
7,USS0010C27S,46.48,-110.71
37,USS0010D07S,45.01,-110.01
16,USS0010D10S,45.87,-110.93
35,USS0010D12S,45.22,-110.24
37,USS0010D13S,45.5,-110.97
37,USS0010D16S,45.4,-110.96
35,USS0010D24S,45.42,-110.09
37,USS0010D31S,45.27,-110.25
21,USS0010D35S,45.89,-110.94
7,USS0010D39S,45.5,-110.08
34,USS0010E03S,44.72,-110.51
35,USS0010E06S,44.48,-110.16
28,USS0010E07S,44.37,-110.58
35,USS0010E09S,44.21,-110.67
26,USS0010E12S,44.13,-110.67
35,USS0010E15S,44.13,-110.83
32,USS0010E17S,44.15,-110.22
28,USS0010E20S,44.46,-110.14
34,USS0010F02S,43.95,-110.45
33,USS0010F09S,43.75,-110.06
30,USS0010F15S,43.25,-110.02
35,USS0010F16S,43.17,-110.14
30,USS0010F17S,43.13,-110.2
32,USS0010F19S,43.39,-110.13
34,USS0010F23S,43.52,-110.91
28,USS0010F29S,43.34,-110.43
9,USS0010F30S,43.78,-110.93
35,USS0010G02S,42.96,-110.61
34,USS0010G08S,42.51,-110.91
33,USS0010G12S,42.27,-110.81
35,USS0010G13S,42.49,-110.53
30,USS0010G15S,42.76,-110.59
33,USS0010G20S,42.53,-110.66
33,USS0010G22S,42.3,-110.68
34,USS0010G23S,42.82,-110.84
30,USS0010G24S,42.15,-110.68
31,USS0010G25S,42.65,-110.81
30,USS0010J01S,40.92,-110.19
30,USS0010J04S,40.95,-110.48
6,USS0010J06S,40.98,-110.85
36,USS0010J10S,40.6,-110.43
6,USS0010J12S,40.55,-110.35
5,USS0010J17S,40.89,-110.83
35,USS0010J18S,40.55,-110.69
37,USS0010J20S,40.91,-110.5
5,USS0010J21S,40.88,-110.54
5,USS0010J22S,40.96,-110.58
4,USS0010J23S,40.84,-110.66
35,USS0010J26S,40.72,-110.47
37,USS0010J30S,40.58,-110.59
34,USS0010J35S,40.86,-110.8
34,USS0010J43S,40.77,-110.01
37,USS0010J44S,40.8,-110.88
37,USS0010J52S,40.68,-110.95
6,USS0010J55S,40.84,-110.01
36,USS0010K01S,39.89,-110.75
36,USS0010K02S,39.96,-110.99
2,USS0010k05s,39.66,-110.38
8,USS0010K06S,39.68,-110.43
1,USS0010M01S,38.08,-110.77
34,USS0010R04S,34.31,-110.75
35,USS0010S01S,33.81,-110.92
37,USS0011C01S,46.56,-111.29
37,USS0011C02S,46.58,-111.27
27,USS0011C04S,46.35,-111.85
37,USS0011D08S,45.02,-111.85
35,USS0011D11S,45.51,-111.92
24,USS0011D19S,45.27,-111.43
19,USS0011D28S,45.6,-111.96
37,USS0011E03S,44.59,-111.82
17,USS0011E07S,44.66,-111.09
33,USS0011E10S,44.42,-111.39
37,USS0011E24S,44.79,-111.71
33,USS0011E29S,44.96,-111.29
36,USS0011E30S,44.61,-111.15
27,USS0011E31S,44.59,-111.12
37,USS0011E35S,44.51,-111.13
33,USS0011E36S,44.53,-111.41
34,USS0011E37S,44.44,-111.99
30,USS0011E38S,44.95,-111.36
27,USS0011E39S,44.98,-111.95
27,USS0011F02S,43.57,-111.21
33,USS0011F11S,43.21,-111.69
33,USS0011G01S,42.95,-111.36
35,USS0011G05S,42.56,-111.3
35,USS0011G06S,42.36,-111.56
27,USS0011G30S,42.52,-111.96
35,USS0011G32S,42.05,-111.6
31,USS0011G33S,42.41,-111.17
6,USS0011H01S,41.97,-111.6
6,USS0011H03S,41.89,-111.57
6,USS0011H07S,41.92,-111.47
36,USS0011H08S,41.38,-111.94
36,USS0011H21S,41.31,-111.45
36,USS0011H25S,41.41,-111.83
35,USS0011H30S,41.38,-111.92
5,USS0011H31S,41.25,-111.41
5,USS0011H32S,41.22,-111.36
37,USS0011H36S,41.9,-111.63
36,USS0011H37S,41.68,-111.42
37,USS0011H55S,41.41,-111.54
36,USS0011H57S,41.47,-111.5
14,USS0011H58S,41.79,-111.55
11,USS0011H59S,41.36,-111.49
8,USS0011H60S,41.86,-111.51
37,USS0011J01S,40.85,-111.05
37,USS0011J02S,40.89,-111.07
3,USS0011J06S,40.67,-111.22
37,USS0011J08S,40.16,-111.21
36,USS0011J11S,40.99,-111.82
12,USS0011J12S,40.97,-111.81
37,USS0011J21S,40.43,-111.62
2,USS0011J22S,40.19,-111.36
37,USS0011J23S,40.3,-111.26
37,USS0011J32S,40.36,-111.09
22,USS0011J37S,40.87,-111.72
26,USS0011J42S,40.56,-111.66
36,USS0011J46S,40.61,-111.1
37,USS0011J52S,40.76,-111.63
37,USS0011J53S,40.79,-111.12
27,USS0011J56S,40.62,-111.53
29,USS0011J57S,40.6,-111.58
27,USS0011J64S,40.84,-111.71
27,USS0011J65S,40.66,-111.64
16,USS0011J68S,40.93,-111.81
16,USS0011J69S,40.83,-111.76
13,USS0011J70S,40.28,-111.61
36,USS0011K03S,39.68,-111.32
3,USS0011K05S,39.61,-111.3
35,USS0011K09S,39.31,-111.43
3,USS0011K10S,39.3,-111.45
3,USS0011K11S,39.32,-111.49
3,USS0011K12S,39.14,-111.51
35,USS0011K13S,39.14,-111.56
35,USS0011K15S,39.05,-111.47
36,USS0011K21S,39.87,-111.28
36,USS0011K22S,39.89,-111.25
34,USS0011K28S,39.45,-111.27
3,USS0011K29S,39.42,-111.25
36,USS0011K31S,39.13,-111.44
3,USS0011K32S,39.13,-111.35
3,USS0011K35S,39.24,-111.52
3,USS0011K36S,39.5,-111.73
37,USS0011K39S,39.01,-111.58
35,USS0011K52S,39.93,-111.63
35,USS0011L01S,38.77,-111.68
4,USS0011L02S,38.79,-111.69
5,USS0011L03S,38.5,-111.77
34,USS0011L04S,38.68,-111.6
30,USS0011L05S,38.21,-111.48
36,USS0011L12S,38.8,-111.68
2,USS0011M01S,38.05,-111.34
37,USS0011M03S,37.84,-111.88
15,USS0011M06S,37.97,-111.83
7,USS0011P02S,35.27,-111.74
18,USS0011P08S,35.34,-111.65
35,USS0011P13S,35.07,-111.84
35,USS0011R03S,34.94,-111.52
15,USS0011R05S,34.75,-111.41
35,USS0011R06S,34.46,-111.41
32,USS0011R10S,34.37,-111.01
7,USS0011R12S,34.97,-111.51
3,USS0011R13S,34.86,-111.61
32,USS0012A02S,48.06,-112.76
37,USS0012B12S,47.92,-112.82
37,USS0012B13S,47.92,-112.79
37,USS0012B14S,47.08,-112.73
36,USS0012B16S,47.06,-112.6
37,USS0012B17S,47.45,-112.81
37,USS0012C11S,46.36,-112.26
37,USS0012C13S,46.44,-112.19
21,USS0012C22S,46.84,-112.51
34,USS0012D09S,45.8,-112.52
35,USS0012D11S,45.41,-112.96
37,USS0012E07S,44.79,-112.06
37,USS0012E08S,44.47,-112.98
31,USS0012G17S,42.76,-112.48
33,USS0012G18S,42.26,-112.13
3,USS0012J02S,40.46,-112.25
34,USS0012J06S,40.44,-112.24
27,USS0012J07S,40.49,-112.61
21,USS0012J09S,40.57,-112.17
37,USS0012K01S,39.94,-112.41
5,USS0012K02S,39.35,-112.33
35,USS0012L04S,38.51,-112.02
5,USS0012L05S,38.5,-112.01
35,USS0012L06S,38.48,-112.39
34,USS0012L07S,38.3,-112.36
35,USS0012L12S,38.3,-112.44
30,USS0012L15S,38.88,-112.25
8,USS0012L20S,38.07,-112.17
35,USS0012M03S,37.58,-112.9
36,USS0012M05S,37.49,-112.58
29,USS0012M06S,37.49,-112.51
1,USS0012M07S,37.7,-112.65
3,USS0012M11S,37.75,-112.78
35,USS0012M13S,37.66,-112.74
4,USS0012M14S,37.68,-112.86
2,USS0012M17S,37.6,-112.92
34,USS0012M23S,37.57,-112.84
21,USS0012M26S,37.52,-112.27
6,USS0012P01S,35.26,-112.06
35,USS0012P02S,35.14,-112.15
36,USS0013A15S,48.13,-113.02
37,USS0013A19S,48.8,-113.86
35,USS0013A24S,48.43,-113.94
37,USS0013A25S,48.16,-113.95
35,USS0013A26S,48.3,-113.33
37,USS0013A27S,48.8,-113.67
26,USS0013B07S,47.27,-113.76
35,USS0013B22S,47.43,-113.78
30,USS0013B24S,47.68,-113.96
23,USS0013B25S,47.68,-114.0
21,USS0013C01S,47.0,-113.93
34,USS0013C03S,46.24,-113.77
37,USS0013C13S,46.41,-113.43
37,USS0013C31S,46.87,-113.28
36,USS0013C33S,46.47,-113.39
17,USS0013C36S,46.13,-113.31
37,USS0013C38S,46.88,-113.32
35,USS0013C39S,46.18,-113.85
35,USS0013C43S,46.27,-113.16
35,USS0013C44S,46.1,-113.13
35,USS0013D10S,45.17,-113.5
33,USS0013D16S,45.67,-113.95
35,USS0013D19S,45.17,-113.58
37,USS0013D22S,45.69,-113.97
36,USS0013D26S,45.88,-113.33
34,USS0013E06S,44.41,-113.4
20,USS0013E16S,44.85,-113.84
32,USS0013E18S,44.44,-113.32
36,USS0013E23S,44.99,-113.44
34,USS0013E27S,44.02,-113.47
34,USS0013F03S,43.74,-113.94
34,USS0013F04S,43.61,-113.93
34,USS0013F09S,43.63,-113.97
14,USS0013F13S,43.73,-113.83
5,USS0013H05S,41.92,-113.41
35,USS0013M02S,37.51,-113.4
30,USS0013M04S,37.49,-113.85
36,USS0013M05S,37.53,-113.05
11,USS0013M06S,37.5,-113.94
11,USS0013M07S,37.4,-113.46
36,USS0014A11S,48.91,-114.77
36,USS0014A12S,48.91,-114.86
37,USS0014A14S,48.31,-114.84
5,USS0014B04S,47.98,-114.35
23,USS0014B05S,47.18,-114.33
32,USS0014C04S,46.47,-114.63
31,USS0014C05S,46.63,-114.58
37,USS0014C12S,46.14,-114.51
35,USS0014C13S,46.14,-114.45
35,USS0014D02S,45.73,-114.48
31,USS0014E01S,44.47,-114.49
33,USS0014E04S,44.84,-114.27
34,USS0014F02S,43.86,-114.21
33,USS0014F03S,43.82,-114.26
31,USS0014F04S,43.8,-114.85
33,USS0014F08S,43.6,-114.67
29,USS0014F11S,43.48,-114.83
33,USS0014F12S,43.87,-114.71
33,USS0014F16S,43.71,-114.16
34,USS0014F17S,43.88,-114.67
22,USS0014F19S,43.77,-114.42
34,USS0014G01S,42.16,-114.19
35,USS0014G02S,42.18,-114.29
3,USS0014H04S,41.57,-115.03
4,USS0014K01S,39.46,-114.65
35,USS0014K02S,39.32,-114.62
35,USS0014K05S,39.13,-114.96
4,USS0014K07S,39.23,-114.24
4,USS0014K08S,39.16,-114.61
4,USS0014K09S,39.09,-114.9
4,USS0014K10S,39.56,-114.63
5,USS0014L04S,39.01,-114.31
28,USS0015A03S,48.97,-115.95
19,USS0015A05S,48.98,-115.82
28,USS0015A08S,48.57,-115.45
17,USS0015A12S,48.13,-115.62
33,USS0015B02S,47.46,-115.71
33,USS0015B09S,47.56,-115.82
34,USS0015B14S,47.07,-115.96
33,USS0015B21S,47.53,-115.78
31,USS0015C04S,46.57,-115.74
6,USS0015C05S,46.49,-115.8
32,USS0015C06S,46.48,-115.63
31,USS0015C09S,46.56,-115.29
35,USS0015C10S,46.98,-115.03
31,USS0015C16S,46.76,-115.3
33,USS0015D01S,45.19,-115.97
35,USS0015D06S,45.7,-115.23
33,USS0015E02S,44.63,-115.79
35,USS0015E04S,44.54,-115.56
34,USS0015E08S,44.29,-115.66
33,USS0015E09S,44.05,-115.44
34,USS0015E11S,44.3,-115.23
33,USS0015F01S,43.93,-115.67
35,USS0015F04S,43.76,-115.24
35,USS0015F05S,43.63,-115.44
33,USS0015F06S,43.51,-115.57
23,USS0015F09S,43.27,-115.35
34,USS0015F14S,43.95,-115.27
25,USS0015G02S,42.01,-115.0
35,USS0015H01S,41.83,-115.45
37,USS0015H03S,41.74,-115.47
37,USS0015H04S,41.76,-115.69
35,USS0015H09S,41.23,-116.03
34,USS0015H14S,41.87,-115.25
3,USS0015H19S,41.41,-115.45
3,USS0015H20S,41.89,-115.86
32,USS0015H24S,41.66,-115.32
37,USS0015J01S,40.89,-115.2
2,USS0015j03S,40.86,-115.22
35,USS0015J06S,40.65,-115.38
35,USS0015J09S,40.38,-115.53
37,USS0015J12S,40.28,-115.53
2,USS0015j20S,40.86,-115.12
3,USS0015J22S,40.98,-115.17
32,USS0015K03S,39.56,-115.84
4,USS0015K04S,39.45,-115.98
4,USS0015L01S,38.95,-115.38
4,USS0015L02S,39.0,-115.42
7,USS0015N09S,36.32,-115.7
7,USS0015N10S,36.31,-115.68
7,USS0015N11S,36.25,-115.63
33,USS0016A04S,48.06,-116.23
33,USS0016A08S,48.31,-116.07
29,USS0016A10S,48.37,-116.64
15,USS0016A12S,48.89,-116.76
12,USS0016A14S,48.72,-116.46
25,USS0016B14S,47.15,-116.27
33,USS0016C01S,46.95,-116.34
15,USS0016C02S,46.81,-116.85
32,USS0016C20S,46.84,-116.12
33,USS0016D08S,45.07,-116.45
29,USS0016D09S,45.04,-116.13
34,USS0016E05S,44.77,-116.25
34,USS0016E10S,44.61,-116.98
34,USS0016E11S,44.95,-116.14
14,USS0016E14S,44.38,-116.34
14,USS0016E18S,44.79,-116.09
16,USS0016F02S,43.76,-116.1
14,USS0016F08S,43.29,-116.85
34,USS0016G01S,42.76,-116.9
32,USS0016G07S,42.6,-116.56
37,USS0016H02S,41.55,-116.01
2,USS0016H03S,41.27,-116.8
34,USS0016H04S,41.53,-116.01
36,USS0016H05S,41.78,-116.03
3,USS0016H06S,41.67,-116.07
6,USS0016H07S,41.32,-116.34
35,USS0016H08S,41.82,-116.1
3,USS0016H11S,41.34,-116.98
15,USS0016J01S,40.36,-116.86
32,USS0017A01S,48.69,-117.18
29,USS0017B04S,47.88,-117.09
9,USS0017B06S,47.86,-117.04
15,USS0017C04S,46.18,-117.54
32,USS0017C05S,46.12,-117.85
15,USS0017C06S,46.24,-117.39
35,USS0017D02S,45.21,-117.19
35,USS0017D06S,45.27,-117.69
36,USS0017D07S,45.08,-117.55
35,USS0017D08S,45.0,-117.17
35,USS0017D18S,45.27,-117.17
8,USS0017D20S,45.98,-117.95
35,USS0017H02S,41.75,-117.53
35,USS0017H07S,41.52,-117.63
35,USS0017H08S,41.67,-117.57
4,USS0017J02S,40.88,-117.59
35,USS0017K04S,39.29,-117.11
1,USS0018A19S,48.19,-118.46
12,USS0018A21S,48.86,-118.4
5,USS0018A26S,48.95,-118.99
35,USS0018D04S,45.56,-118.45
37,USS0018D06S,45.27,-118.85
35,USS0018D08S,45.19,-118.55
35,USS0018D09S,45.15,-118.22
37,USS0018D19S,45.7,-118.11
37,USS0018D20S,45.36,-118.47
37,USS0018D21S,45.07,-118.15
35,USS0018E03S,44.87,-118.11
37,USS0018E05S,44.83,-118.19
35,USS0018E08S,44.76,-118.31
35,USS0018E09S,44.66,-118.43
37,USS0018E16S,44.25,-118.52
34,USS0018E18S,44.21,-118.64
35,USS0018F01S,44.01,-118.84
36,USS0018G01S,42.75,-118.69
37,USS0018G02S,42.71,-118.63
35,USS0018H01S,41.97,-118.19
4,USS0018H02S,41.49,-119.0
32,USS0019A02S,48.66,-119.84
1,USS0019A09S,48.59,-119.87
24,USS0019A13S,48.36,-119.08
37,USS0019D02S,45.19,-119.25
35,USS0019D03S,45.11,-119.5
34,USS0019E03S,44.45,-119.93
35,USS0019E07S,44.26,-119.02
37,USS0019F01S,43.95,-119.54
2,USS0019k03S,39.25,-119.88
37,USS0019K04S,39.16,-119.9
35,USS0019K07S,39.32,-119.89
30,USS0019K08S,39.46,-119.94
37,USS0019L03S,38.85,-119.94
35,USS0019L05S,38.61,-119.92
35,USS0019L06S,38.51,-119.63
37,USS0019L07S,38.31,-119.6
35,USS0019L08S,38.3,-119.55
37,USS0019L13S,38.07,-119.23
37,USS0019L17S,38.44,-119.37
37,USS0019L19S,38.55,-119.8
37,USS0019L24S,38.92,-119.92
26,USS0019L38S,38.28,-119.61
35,USS0019L39S,38.67,-119.82
25,USS0019L40S,38.67,-119.61
12,USS0019L41S,38.72,-119.89
12,USS0019L42S,38.4,-119.54
12,USS0019L43S,38.68,-119.96
12,USS0019L44S,38.84,-119.89
11,USS0019L45S,38.69,-119.99
31,USS0020A05S,48.72,-120.66
27,USS0020A07S,48.53,-120.99
34,USS0020A09S,48.52,-120.74
37,USS0020A12S,48.44,-120.92
33,USS0020A23S,48.2,-120.92
16,USS0020A41S,48.57,-120.78
5,USS0020A46S,48.07,-120.85
34,USS0020B02S,47.35,-120.68
34,USS0020B07S,47.29,-120.37
33,USS0020B11S,47.28,-120.49
33,USS0020B24S,47.99,-120.57
37,USS0020B25S,47.23,-120.29
3,USS0020D01S,45.99,-120.68
7,USS0020D02S,45.99,-120.81
35,USS0020E02S,44.43,-120.33
37,USS0020G02S,42.7,-120.8
35,USS0020G06S,42.32,-120.83
35,USS0020G09S,42.13,-120.84
14,USS0020G12S,42.64,-120.95
1,USS0020H01S,41.99,-120.72
16,USS0020H02S,41.89,-120.75
37,USS0020H06S,41.58,-120.3
35,USS0020H12S,41.99,-120.18
31,USS0020H13S,41.24,-120.79
35,USS0020K03S,39.49,-120.28
37,USS0020K04S,39.45,-120.29
37,USS0020K05S,39.43,-120.31
35,USS0020K13S,39.3,-120.18
36,USS0020K25S,39.14,-120.22
35,USS0020K27S,39.17,-120.15
35,USS0020K30S,39.19,-120.26
32,USS0020K31S,39.33,-120.37
35,USS0020L02S,39.0,-120.13
35,USS0020L06S,38.85,-120.08
36,USS0020L10S,38.93,-120.05
14,USS0021A01S,48.88,-121.26
5,USS0021A07S,48.86,-121.44
9,USS0021A09S,48.76,-121.7
6,USS0021A28S,48.93,-121.2
19,USS0021A31S,48.87,-121.79
20,USS0021A32S,48.69,-121.91
15,USS0021A35S,48.98,-121.08
13,USS0021A36S,48.82,-121.93
33,USS0021B01S,47.75,-121.09
32,USS0021B04S,47.54,-121.09
33,USS0021B10S,47.27,-121.34
34,USS0021B13S,47.02,-121.46
20,USS0021B17S,47.3,-121.6
22,USS0021B20S,47.33,-121.47
22,USS0021B21S,47.36,-121.57
9,USS0021B31S,47.16,-121.42
33,USS0021B42S,47.28,-121.67
21,USS0021B48S,47.78,-121.7
8,USS0021B50S,47.2,-121.78
32,USS0021B51S,47.38,-121.06
34,USS0021B55S,47.37,-121.44
22,USS0021B59S,47.28,-121.47
19,USS0021B60S,47.68,-121.61
18,USS0021B62S,47.07,-121.59
16,USS0021B63S,47.04,-121.94
33,USS0021C10S,46.55,-121.17
35,USS0021C13S,46.09,-121.76
33,USS0021C14S,46.35,-121.51
32,USS0021C17S,46.91,-121.48
32,USS0021C20S,46.18,-121.93
32,USS0021C26S,46.27,-121.96
35,USS0021C28S,46.64,-121.38
34,USS0021C33S,46.62,-121.39
33,USS0021C35S,46.78,-121.75
33,USS0021C38S,46.81,-121.33
25,USS0021C39S,46.36,-121.08
17,USS0021C40S,46.93,-121.95
9,USS0021C41S,46.87,-121.53
8,USS0021C42S,46.1,-121.96
1,USS0021C43S,46.64,-121.83
1,USS0021C44S,46.32,-121.94
32,USS0021D01S,45.62,-121.7
37,USS0021D04S,45.46,-121.7
35,USS0021D08S,45.32,-121.72
35,USS0021D12S,45.19,-121.69
35,USS0021D13S,45.1,-121.75
34,USS0021D14S,45.04,-121.93
35,USS0021D33S,45.43,-121.86
37,USS0021D35S,45.25,-121.74
35,USS0021E04S,44.59,-121.97
37,USS0021E05S,44.44,-121.95
36,USS0021E06S,44.42,-121.86
34,USS0021E07S,44.21,-121.87
35,USS0021E13S,44.14,-121.64
